,ident,echelon,period,grade
777231,2440234,8,2011-01-31,793
777237,2440236,6,2011-01-31,796
777244,2440246,4,2011-01-31,793
777248,2440262,1,2011-01-31,793
777253,2440266,4,2011-01-31,793
777260,2440275,4,2011-01-31,793
777266,2440303,1,2011-01-31,793
777272,2440327,3,2011-01-31,793
777276,2440332,2,2011-01-31,793
777284,2440342,3,2011-01-31,793
777290,2440347,1,2011-01-31,793
777297,2440380,8,2011-01-31,793
777304,2440397,6,2011-01-31,793
777308,2440401,3,2011-01-31,793
777314,2440408,4,2011-01-31,793
777320,2440421,7,2011-01-31,793
777327,2440449,4,2011-01-31,793
777330,2440464,5,2011-01-31,793
777337,2440465,6,2011-01-31,793
777343,2440504,8,2011-01-31,794
777347,2440545,2,2011-01-31,793
777353,2440626,3,2011-01-31,793
777356,2440629,3,2011-01-31,793
777362,2440721,2,2011-01-31,793
777368,2440805,2,2011-01-31,793
777374,2440860,6,2011-01-31,794
777378,2440868,4,2011-01-31,793
777384,2440869,6,2011-01-31,793
777390,2440878,6,2011-01-31,793
777397,2440883,6,2011-01-31,793
777401,2440886,5,2011-01-31,793
777407,2440890,6,2011-01-31,793
777413,2440891,6,2011-01-31,793
777420,2440893,1,2011-01-31,793
777427,2440906,5,2011-01-31,793
777432,2440913,4,2011-01-31,793
777438,2440915,4,2011-01-31,793
777445,2440918,5,2011-01-31,793
777451,2440926,4,2011-01-31,793
777457,2440927,4,2011-01-31,793
777464,2440929,3,2011-01-31,793
777470,2440936,4,2011-01-31,793
777475,2440940,3,2011-01-31,793
777481,2440941,4,2011-01-31,793
777488,2440942,5,2011-01-31,795
777495,2440948,3,2011-01-31,793
777501,2440950,3,2011-01-31,793
777508,2440960,3,2011-01-31,793
777514,2440970,2,2011-01-31,793
777520,2440974,2,2011-01-31,793
777525,2440978,3,2011-01-31,793
777529,2440988,3,2011-01-31,793
777534,2440994,1,2011-01-31,793
777541,2441002,2,2011-01-31,793
777547,2441006,1,2011-01-31,793
777553,2441012,2,2011-01-31,793
777561,2441014,2,2011-01-31,794
777567,2441020,2,2011-01-31,793
777573,2441059,4,2011-01-31,793
777580,2441065,5,2011-01-31,793
777586,2441078,5,2011-01-31,793
777589,2441083,4,2011-01-31,793
777595,2441119,4,2011-01-31,793
777601,2441134,5,2011-01-31,793
777605,2441184,5,2011-01-31,793
777612,2441185,3,2011-01-31,793
777618,2441188,3,2011-01-31,793
777625,2441194,4,2011-01-31,793
777632,2441200,3,2011-01-31,793
777639,2441205,1,2011-01-31,793
777646,2441210,3,2011-01-31,793
777652,2441212,2,2011-01-31,793
777658,2441226,2,2011-01-31,793
777664,2441458,3,2011-01-31,793
777670,2441512,7,2011-01-31,793
777676,2441515,3,2011-01-31,793
777683,2441516,6,2011-01-31,793
777689,2441518,7,2011-01-31,793
777693,2441519,7,2011-01-31,793
777699,2441528,7,2011-01-31,793
777706,2441532,5,2011-01-31,793
777712,2441537,4,2011-01-31,793
777718,2441545,5,2011-01-31,793
777725,2441548,4,2011-01-31,793
777731,2441552,4,2011-01-31,793
777737,2441553,1,2011-01-31,793
777743,2441564,4,2011-01-31,793
777747,2441579,1,2011-01-31,793
777753,2441581,3,2011-01-31,793
777759,2441585,2,2011-01-31,793
777763,2441590,2,2011-01-31,793
777770,2441591,3,2011-01-31,793
777776,2441608,2,2011-01-31,793
777783,2441630,3,2011-01-31,793
777789,2441639,3,2011-01-31,793
777795,2441640,3,2011-01-31,793
777803,2441648,3,2011-01-31,793
777809,2441649,2,2011-01-31,793
777816,2441690,6,2011-01-31,793
777823,2441698,4,2011-01-31,793
777827,2441700,5,2011-01-31,793
777834,2441704,3,2011-01-31,793
777840,2441712,4,2011-01-31,793
777847,2441716,5,2011-01-31,793
777854,2441722,5,2011-01-31,793
777860,2441724,2,2011-01-31,793
777866,2441733,2,2011-01-31,793
777872,2441742,3,2011-01-31,793
777878,2441744,4,2011-01-31,793
777884,2441755,4,2011-01-31,793
777891,2441768,2,2011-01-31,793
777898,2441774,2,2011-01-31,793
777904,2441788,2,2011-01-31,793
777911,2441795,4,2011-01-31,793
777920,2441808,3,2011-01-31,793
777926,2441878,2,2011-01-31,793
777932,2441893,2,2011-01-31,793
777939,2441924,3,2011-01-31,793
777946,2441931,2,2011-01-31,793
777952,2441976,2,2011-01-31,793
777958,2441990,2,2011-01-31,793
777964,2441991,2,2011-01-31,793
777970,2441992,2,2011-01-31,793
777976,2442008,7,2011-01-31,793
777982,2442011,3,2011-01-31,793
777988,2442013,6,2011-01-31,793
777994,2442022,2,2011-01-31,793
778000,2442027,5,2011-01-31,794
778005,2442047,1,2011-01-31,793
778008,2442066,3,2011-01-31,793
778015,2442082,3,2011-01-31,793
778021,2442084,2,2011-01-31,793
778027,2442085,2,2011-01-31,793
778030,2442087,3,2011-01-31,793
778035,2442105,2,2011-01-31,793
778042,2442118,3,2011-01-31,793
778049,2442121,2,2011-01-31,793
778055,2442124,2,2011-01-31,793
778061,2442150,5,2011-01-31,793
778067,2442180,3,2011-01-31,793
778073,2442197,6,2011-01-31,793
778080,2442198,4,2011-01-31,793
778086,2442206,4,2011-01-31,793
778092,2442207,1,2011-01-31,793
778098,2442245,4,2011-01-31,793
778104,2442260,2,2011-01-31,793
778110,2442328,2,2011-01-31,793
778116,2442380,1,2011-01-31,793
778122,2442401,2,2011-01-31,793
778129,2442409,3,2011-01-31,793
778135,2442457,1,2011-01-31,793
778141,2442459,5,2011-01-31,793
778147,2442460,1,2011-01-31,793
778154,2442462,5,2011-01-31,793
778159,2442463,6,2011-01-31,793
778165,2442464,7,2011-01-31,793
778172,2442465,7,2011-01-31,793
778178,2442468,5,2011-01-31,793
778185,2442470,6,2011-01-31,793
778191,2442472,3,2011-01-31,793
778197,2442476,6,2011-01-31,793
778202,2442478,3,2011-01-31,793
778208,2442485,6,2011-01-31,793
778214,2442491,4,2011-01-31,793
778219,2442493,3,2011-01-31,793
778227,2442496,6,2011-01-31,793
778233,2442504,1,2011-01-31,793
778239,2442505,2,2011-01-31,793
778245,2442509,4,2011-01-31,794
778251,2442514,4,2011-01-31,793
778258,2442515,2,2011-01-31,793
778264,2442539,3,2011-01-31,793
778267,2442545,3,2011-01-31,793
778273,2442549,3,2011-01-31,793
778280,2442551,4,2011-01-31,793
778287,2442552,2,2011-01-31,793
778292,2442561,3,2011-01-31,793
778299,2442586,3,2011-01-31,793
778305,2442587,2,2011-01-31,793
778312,2442589,2,2011-01-31,793
778317,2442592,2,2011-01-31,793
778323,2442625,5,2011-01-31,795
778329,2442626,3,2011-01-31,793
778336,2442640,5,2011-01-31,793
778342,2442681,6,2011-01-31,793
778348,2442709,5,2011-01-31,793
778354,2442710,4,2011-01-31,793
778361,2442726,2,2011-01-31,793
778367,2442736,4,2011-01-31,793
778373,2442737,4,2011-01-31,793
778379,2442787,3,2011-01-31,793
778386,2442920,3,2011-01-31,793
778392,2442969,1,2011-01-31,793
778398,2442979,11,2011-01-31,793
778404,2443009,5,2011-01-31,793
778410,2443011,5,2011-01-31,793
778416,2443021,4,2011-01-31,793
778424,2443024,2,2011-01-31,794
778430,2443026,5,2011-01-31,793
778436,2443028,4,2011-01-31,793
778441,2443029,4,2011-01-31,794
778447,2443040,1,2011-01-31,793
778454,2443052,2,2011-01-31,793
778457,2443055,7,2011-01-31,793
778464,2443065,3,2011-01-31,793
778472,2443067,3,2011-01-31,793
778477,2443076,2,2011-01-31,793
778483,2443077,2,2011-01-31,793
778487,2443078,1,2011-01-31,793
778493,2443079,2,2011-01-31,793
778498,2443083,3,2011-01-31,793
778505,2443084,3,2011-01-31,793
778512,2443085,3,2011-01-31,793
778518,2443126,2,2011-01-31,793
778526,2443164,3,2011-01-31,793
778532,2443168,3,2011-01-31,793
778539,2443191,2,2011-01-31,793
778546,2443214,5,2011-01-31,793
778558,2443221,3,2011-01-31,794
778562,2443231,1,2011-01-31,793
778568,2443258,4,2011-01-31,793
778574,2443281,4,2011-01-31,793
778581,2443327,3,2011-01-31,793
778587,2443402,2,2011-01-31,793
778593,2443428,2,2011-01-31,793
778600,2443466,5,2011-01-31,793
778606,2443467,1,2011-01-31,793
778612,2443468,7,2011-01-31,793
778618,2443478,5,2011-01-31,794
778624,2443481,1,2011-01-31,793
778631,2443482,2,2011-01-31,793
778638,2443483,2,2011-01-31,793
778644,2443487,5,2011-01-31,794
778648,2443494,4,2011-01-31,793
778654,2443500,4,2011-01-31,793
778661,2443503,3,2011-01-31,793
778667,2443515,3,2011-01-31,793
778673,2443520,4,2011-01-31,793
778679,2443521,5,2011-01-31,793
778685,2443522,1,2011-01-31,793
778692,2443529,2,2011-01-31,793
778698,2443531,2,2011-01-31,793
778702,2443539,4,2011-01-31,793
778708,2443555,4,2011-01-31,793
778714,2443557,2,2011-01-31,793
778721,2443563,3,2011-01-31,793
778725,2443567,2,2011-01-31,794
778731,2443571,1,2011-01-31,793
778738,2443572,3,2011-01-31,793
778745,2443586,2,2011-01-31,793
778751,2443604,2,2011-01-31,794
778758,2443607,3,2011-01-31,793
778764,2443610,2,2011-01-31,793
778770,2443614,2,2011-01-31,793
778775,2443619,2,2011-01-31,793
778781,2443621,1,2011-01-31,793
778788,2443623,2,2011-01-31,793
778794,2443624,1,2011-01-31,793
778799,2443657,5,2011-01-31,793
778805,2443672,5,2011-01-31,793
778812,2443685,6,2011-01-31,793
778818,2443698,3,2011-01-31,793
778824,2443705,1,2011-01-31,793
778838,2443715,6,2011-01-31,793
778842,2443719,1,2011-01-31,793
778848,2443721,1,2011-01-31,793
778854,2443732,5,2011-01-31,793
778861,2443745,2,2011-01-31,793
778867,2443753,1,2011-01-31,793
778873,2443768,3,2011-01-31,793
778879,2443776,2,2011-01-31,793
778886,2443806,6,2011-01-31,793
778892,2443825,3,2011-01-31,793
778898,2443863,4,2011-01-31,793
778904,2443871,3,2011-01-31,793
778910,2443875,3,2011-01-31,793
778914,2444007,2,2011-01-31,793
778920,2444021,2,2011-01-31,793
778926,2444078,8,2011-01-31,793
778932,2444080,1,2011-01-31,793
778938,2444087,3,2011-01-31,793
778945,2444104,6,2011-01-31,793
778951,2444108,4,2011-01-31,793
778957,2444114,3,2011-01-31,793
778963,2444123,3,2011-01-31,793
778970,2444147,3,2011-01-31,793
778977,2444148,1,2011-01-31,793
778983,2444183,1,2011-01-31,793
778989,2444184,1,2011-01-31,793
778995,2444198,5,2011-01-31,793
779002,2444202,3,2011-01-31,793
779009,2444203,3,2011-01-31,793
779015,2444220,3,2011-01-31,793
779022,2444232,6,2011-01-31,793
779027,2444238,3,2011-01-31,793
779034,2444245,4,2011-01-31,793
779041,2444250,5,2011-01-31,793
779047,2444252,3,2011-01-31,793
779053,2444289,1,2011-01-31,793
779059,2444391,6,2011-01-31,793
779066,2444415,5,2011-01-31,793
779072,2444420,3,2011-01-31,793
779079,2444425,7,2011-01-31,793
779085,2444436,3,2011-01-31,793
779091,2444437,6,2011-01-31,793
779098,2444442,4,2011-01-31,793
779104,2444447,5,2011-01-31,793
779110,2444448,5,2011-01-31,793
779116,2444450,5,2011-01-31,793
779123,2444455,4,2011-01-31,793
779127,2444461,4,2011-01-31,793
779133,2444463,4,2011-01-31,794
779139,2444466,5,2011-01-31,793
779145,2444470,4,2011-01-31,793
779151,2444477,3,2011-01-31,793
779158,2444480,5,2011-01-31,793
779164,2444483,3,2011-01-31,793
779170,2444489,1,2011-01-31,793
779176,2444497,4,2011-01-31,793
779183,2444499,4,2011-01-31,793
779190,2444501,3,2011-01-31,793
779194,2444508,3,2011-01-31,793
779197,2444513,6,2011-01-31,793
779203,2444518,2,2011-01-31,793
779209,2444521,3,2011-01-31,793
779215,2444523,3,2011-01-31,793
779222,2444533,3,2011-01-31,793
779228,2444534,1,2011-01-31,793
779234,2444540,2,2011-01-31,793
779240,2444542,2,2011-01-31,793
779246,2444550,2,2011-01-31,793
779253,2444551,3,2011-01-31,793
779258,2444553,1,2011-01-31,794
779265,2444564,2,2011-01-31,793
779271,2444566,2,2011-01-31,793
779277,2444567,2,2011-01-31,793
779283,2444569,1,2011-01-31,793
779288,2444570,2,2011-01-31,793
779291,2444571,3,2011-01-31,793
779299,2444624,5,2011-01-31,793
779306,2444629,2,2011-01-31,793
779312,2444639,3,2011-01-31,793
779318,2444653,1,2011-01-31,793
779325,2444658,2,2011-01-31,793
779331,2444661,3,2011-01-31,793
779337,2444664,2,2011-01-31,793
779344,2444678,3,2011-01-31,793
779350,2444681,5,2011-01-31,793
779356,2444697,1,2011-01-31,793
779362,2444703,2,2011-01-31,793
779368,2444717,3,2011-01-31,793
779375,2444720,5,2011-01-31,793
779378,2444722,3,2011-01-31,793
779384,2444728,2,2011-01-31,793
779390,2444733,3,2011-01-31,793
779397,2444785,4,2011-01-31,793
779404,2444816,3,2011-01-31,793
779411,2444831,3,2011-01-31,793
779415,2444834,4,2011-01-31,793
779421,2444844,3,2011-01-31,793
779424,2444864,2,2011-01-31,793
779430,2444915,2,2011-01-31,793
779437,2445007,3,2011-01-31,793
779443,2445030,2,2011-01-31,793
779450,2445058,2,2011-01-31,793
779456,2445060,1,2011-01-31,793
779463,2445064,2,2011-01-31,793
779470,2445076,7,2011-01-31,793
779480,2445085,5,2011-01-31,793
779488,2445093,7,2011-01-31,793
779494,2445095,7,2011-01-31,794
779498,2445096,4,2011-01-31,793
779505,2445099,4,2011-01-31,793
779511,2445102,6,2011-01-31,793
779519,2445103,3,2011-01-31,793
779526,2445106,5,2011-01-31,793
779529,2445140,4,2011-01-31,793
779536,2445142,1,2011-01-31,793
779542,2445145,3,2011-01-31,793
779549,2445151,4,2011-01-31,793
779555,2445153,2,2011-01-31,793
779562,2445154,3,2011-01-31,793
779566,2445156,4,2011-01-31,793
779572,2445158,2,2011-01-31,793
779578,2445164,3,2011-01-31,793
779585,2445168,2,2011-01-31,793
779590,2445171,1,2011-01-31,793
779597,2445174,2,2011-01-31,793
779603,2445178,2,2011-01-31,793
779609,2445221,6,2011-01-31,793
779612,2445229,4,2011-01-31,793
779619,2445248,9,2011-01-31,793
779626,2445255,2,2011-01-31,793
779632,2445259,4,2011-01-31,793
779638,2445274,6,2011-01-31,793
779644,2445283,3,2011-01-31,793
779651,2445302,4,2011-01-31,793
779659,2445304,1,2011-01-31,793
779666,2445307,2,2011-01-31,793
779674,2445369,4,2011-01-31,793
779680,2445395,2,2011-01-31,793
779687,2445413,4,2011-01-31,793
779693,2445503,4,2011-01-31,793
779699,2445504,5,2011-01-31,796
779705,2445505,6,2011-01-31,793
779712,2445517,5,2011-01-31,793
779717,2445523,5,2011-01-31,793
779723,2445524,5,2011-01-31,793
779727,2445527,5,2011-01-31,793
779734,2445528,5,2011-01-31,793
779740,2445533,4,2011-01-31,793
779747,2445534,1,2011-01-31,793
779753,2445543,1,2011-01-31,793
779759,2445547,4,2011-01-31,793
779765,2445551,3,2011-01-31,793
779770,2445556,2,2011-01-31,793
779776,2445561,3,2011-01-31,793
779782,2445564,1,2011-01-31,793
779788,2445566,3,2011-01-31,793
779794,2445568,3,2011-01-31,793
779800,2445570,3,2011-01-31,793
779807,2445575,3,2011-01-31,793
779813,2445587,1,2011-01-31,793
779819,2445589,1,2011-01-31,793
779826,2445621,2,2011-01-31,793
779832,2445624,5,2011-01-31,793
779838,2445647,2,2011-01-31,793
779844,2445651,2,2011-01-31,793
779853,2445652,5,2011-01-31,793
779858,2445675,2,2011-01-31,793
779866,2445676,4,2011-01-31,793
779872,2445683,4,2011-01-31,793
779878,2445811,3,2011-01-31,793
779884,2445843,2,2011-01-31,793
779892,2445889,7,2011-01-31,793
779899,2445890,1,2011-01-31,793
779905,2445891,6,2011-01-31,793
779912,2445899,7,2011-01-31,793
779919,2445901,6,2011-01-31,793
779927,2445902,4,2011-01-31,794
779931,2445905,7,2011-01-31,793
779938,2445907,7,2011-01-31,793
779945,2445910,6,2011-01-31,793
779951,2445911,5,2011-01-31,793
779957,2445912,4,2011-01-31,793
779965,2445914,3,2011-01-31,794
779972,2445923,4,2011-01-31,793
779977,2445925,3,2011-01-31,793
779983,2445931,4,2011-01-31,793
779990,2445941,3,2011-01-31,793
779997,2445942,4,2011-01-31,793
780002,2445960,1,2011-01-31,793
780008,2445961,3,2011-01-31,793
780013,2445978,3,2011-01-31,793
780019,2445980,1,2011-01-31,793
780025,2445985,1,2011-01-31,793
780032,2445986,2,2011-01-31,793
780037,2445990,3,2011-01-31,793
780043,2445993,1,2011-01-31,793
780049,2445994,2,2011-01-31,793
780055,2446000,2,2011-01-31,793
780062,2446034,3,2011-01-31,793
780069,2446062,2,2011-01-31,793
780076,2446073,4,2011-01-31,793
780082,2446092,2,2011-01-31,793
780088,2446093,7,2011-01-31,793
780094,2446096,2,2011-01-31,793
780100,2446099,1,2011-01-31,793
780106,2446110,3,2011-01-31,793
780113,2446124,2,2011-01-31,793
780120,2446133,4,2011-01-31,793
780126,2446136,2,2011-01-31,793
780133,2446143,3,2011-01-31,793
780139,2446151,1,2011-01-31,793
780145,2446158,3,2011-01-31,793
780152,2446243,2,2011-01-31,793
780159,2446320,3,2011-01-31,793
780165,2446337,11,2011-01-31,793
780171,2446340,4,2011-01-31,793
780177,2446348,4,2011-01-31,793
780184,2446354,6,2011-01-31,793
780189,2446356,3,2011-01-31,793
780195,2446362,4,2011-01-31,794
780202,2446373,2,2011-01-31,793
780209,2446382,3,2011-01-31,793
780213,2446383,3,2011-01-31,793
780220,2446394,4,2011-01-31,793
780226,2446397,1,2011-01-31,793
780233,2446399,3,2011-01-31,793
780239,2446438,2,2011-01-31,793
780246,2446442,5,2011-01-31,793
780253,2446443,1,2011-01-31,793
780260,2446448,6,2011-01-31,793
780266,2446462,6,2011-01-31,793
780271,2446484,11,2011-01-31,793
780277,2446488,5,2011-01-31,793
780284,2446507,3,2011-01-31,793
780290,2446559,2,2011-01-31,793
780297,2446567,3,2011-01-31,793
780304,2446573,2,2011-01-31,794
780310,2446609,7,2011-01-31,793
780316,2446611,3,2011-01-31,793
780323,2446616,6,2011-01-31,793
780329,2446627,7,2011-01-31,793
780335,2446636,6,2011-01-31,793
780342,2446641,1,2011-01-31,793
780349,2446649,4,2011-01-31,793
780356,2446658,4,2011-01-31,793
780362,2446672,4,2011-01-31,793
780371,2446673,1,2011-01-31,793
780377,2446702,2,2011-01-31,794
780383,2446715,2,2011-01-31,793
780390,2446758,10,2011-01-31,793
780396,2446764,5,2011-01-31,794
780400,2446766,5,2011-01-31,793
780406,2446767,7,2011-01-31,793
780410,2446778,5,2011-01-31,793
780417,2446808,2,2011-01-31,793
780424,2446814,3,2011-01-31,793
780430,2446846,4,2011-01-31,793
780437,2446849,4,2011-01-31,793
780444,2446861,3,2011-01-31,793
780450,2446869,3,2011-01-31,793
780456,2446871,1,2011-01-31,793
780462,2446890,3,2011-01-31,793
780468,2446893,3,2011-01-31,793
780471,2446917,3,2011-01-31,793
780477,2446960,2,2011-01-31,793
780483,2446974,4,2011-01-31,793
780489,2447036,4,2011-01-31,793
780496,2447071,3,2011-01-31,793
780502,2447074,4,2011-01-31,793
780508,2447127,7,2011-01-31,793
780515,2447136,7,2011-01-31,793
780521,2447140,7,2011-01-31,793
780527,2447142,3,2011-01-31,793
780535,2447151,6,2011-01-31,793
780541,2447158,5,2011-01-31,793
780547,2447169,1,2011-01-31,793
780553,2447175,1,2011-01-31,793
780559,2447176,5,2011-01-31,793
780565,2447180,3,2011-01-31,793
780572,2447184,3,2011-01-31,793
780578,2447204,4,2011-01-31,793
780585,2447218,5,2011-01-31,793
780591,2447232,3,2011-01-31,794
780596,2447244,2,2011-01-31,794
780602,2447248,3,2011-01-31,793
780608,2447258,2,2011-01-31,793
780614,2447262,2,2011-01-31,793
780618,2447276,2,2011-01-31,793
780624,2447278,2,2011-01-31,793
780630,2447295,2,2011-01-31,793
780636,2447297,2,2011-01-31,793
780642,2447298,2,2011-01-31,793
780648,2447300,1,2011-01-31,793
780654,2447302,2,2011-01-31,793
780660,2447305,1,2011-01-31,793
780666,2447306,2,2011-01-31,793
780672,2447356,3,2011-01-31,793
780678,2447366,6,2011-01-31,793
780682,2447378,2,2011-01-31,793
780688,2447415,3,2011-01-31,793
780694,2447437,6,2011-01-31,793
780701,2447453,5,2011-01-31,793
780707,2447468,2,2011-01-31,793
780713,2447504,2,2011-01-31,793
780719,2447509,3,2011-01-31,793
780725,2447565,2,2011-01-31,793
780731,2447654,2,2011-01-31,793
780737,2447665,2,2011-01-31,793
780744,2447832,7,2011-01-31,793
780750,2447836,6,2011-01-31,793
780756,2447837,7,2011-01-31,793
780762,2447838,2,2011-01-31,793
780769,2447839,2,2011-01-31,793
780777,2447846,7,2011-01-31,794
780782,2447851,5,2011-01-31,793
780788,2447861,3,2011-01-31,793
780794,2447862,3,2011-01-31,793
780799,2447871,5,2011-01-31,793
780805,2447873,6,2011-01-31,794
780811,2447882,4,2011-01-31,793
780815,2447883,4,2011-01-31,793
780821,2447901,4,2011-01-31,793
780828,2447913,4,2011-01-31,793
780834,2447918,2,2011-01-31,793
780838,2447923,1,2011-01-31,793
780844,2447938,3,2011-01-31,793
780850,2447940,2,2011-01-31,793
780857,2447944,2,2011-01-31,793
780862,2447954,2,2011-01-31,793
780869,2447994,4,2011-01-31,793
780875,2448001,3,2011-01-31,793
780881,2448004,3,2011-01-31,793
780887,2448005,4,2011-01-31,793
780893,2448013,1,2011-01-31,793
780899,2448026,2,2011-01-31,793
780905,2448029,1,2011-01-31,793
780912,2448046,6,2011-01-31,793
780918,2448049,5,2011-01-31,793
780924,2448054,4,2011-01-31,793
780930,2448059,4,2011-01-31,793
780939,2448071,5,2011-01-31,793
780946,2448130,4,2011-01-31,793
780953,2448164,3,2011-01-31,793
780957,2448271,1,2011-01-31,793
780963,2448295,7,2011-01-31,793
780970,2448303,7,2011-01-31,793
780976,2448312,6,2011-01-31,793
780982,2448315,6,2011-01-31,793
780988,2448316,4,2011-01-31,793
780994,2448329,5,2011-01-31,793
781000,2448331,6,2011-01-31,794
781003,2448334,5,2011-01-31,793
781009,2448339,3,2011-01-31,793
781015,2448353,5,2011-01-31,793
781021,2448358,3,2011-01-31,793
781026,2448361,4,2011-01-31,793
781032,2448374,2,2011-01-31,793
781038,2448375,3,2011-01-31,793
781044,2448380,3,2011-01-31,793
781051,2448387,4,2011-01-31,793
781058,2448391,4,2011-01-31,793
781062,2448393,2,2011-01-31,793
781067,2448403,3,2011-01-31,793
781073,2448405,3,2011-01-31,793
781079,2448407,4,2011-01-31,793
781082,2448410,2,2011-01-31,793
781088,2448418,1,2011-01-31,793
781094,2448420,2,2011-01-31,793
781100,2448424,2,2011-01-31,793
781106,2448426,2,2011-01-31,793
781113,2448439,2,2011-01-31,793
781117,2448443,4,2011-01-31,793
781123,2448451,1,2011-01-31,793
781129,2448465,2,2011-01-31,793
781133,2448466,2,2011-01-31,793
781136,2448478,2,2011-01-31,793
781142,2448479,3,2011-01-31,793
781148,2448482,2,2011-01-31,793
781154,2448493,2,2011-01-31,793
781160,2448494,2,2011-01-31,793
781166,2448495,3,2011-01-31,793
781172,2448499,3,2011-01-31,793
781178,2448500,3,2011-01-31,793
781184,2448502,2,2011-01-31,793
781190,2448564,6,2011-01-31,793
781196,2448571,4,2011-01-31,793
781202,2448572,4,2011-01-31,793
781208,2448588,5,2011-01-31,793
781214,2448610,3,2011-01-31,793
781220,2448618,3,2011-01-31,793
781226,2448619,4,2011-01-31,793
781232,2448628,2,2011-01-31,793
781239,2448631,2,2011-01-31,793
781245,2448633,3,2011-01-31,793
781251,2448646,2,2011-01-31,793
781258,2448664,3,2011-01-31,793
781263,2448709,3,2011-01-31,793
781266,2448905,2,2011-01-31,793
781269,2448943,2,2011-01-31,793
781275,2448964,2,2011-01-31,793
781284,2448984,6,2011-01-31,793
781290,2448988,5,2011-01-31,793
781296,2448991,5,2011-01-31,793
781302,2448995,4,2011-01-31,794
781306,2448996,7,2011-01-31,793
781313,2449006,4,2011-01-31,793
781319,2449008,1,2011-01-31,793
781325,2449009,4,2011-01-31,793
781332,2449017,5,2011-01-31,793
781338,2449025,3,2011-01-31,793
781344,2449026,6,2011-01-31,793
781349,2449027,5,2011-01-31,793
781355,2449035,4,2011-01-31,793
781361,2449051,1,2011-01-31,793
781367,2449055,2,2011-01-31,794
781373,2449056,3,2011-01-31,793
781380,2449065,3,2011-01-31,793
781386,2449093,4,2011-01-31,793
781392,2449105,5,2011-01-31,793
781398,2449107,6,2011-01-31,793
781404,2449109,7,2011-01-31,794
781408,2449118,4,2011-01-31,793
781414,2449132,2,2011-01-31,793
781420,2449139,3,2011-01-31,793
781426,2449141,4,2011-01-31,793
781432,2449161,4,2011-01-31,793
781437,2449188,1,2011-01-31,793
781443,2449325,2,2011-01-31,793
781449,2449336,2,2011-01-31,793
781455,2449365,7,2011-01-31,793
781462,2449369,6,2011-01-31,793
781468,2449374,6,2011-01-31,793
781471,2449376,6,2011-01-31,793
781477,2449377,4,2011-01-31,793
781483,2449382,6,2011-01-31,793
781487,2449383,5,2011-01-31,793
781490,2449386,6,2011-01-31,793
781496,2449387,1,2011-01-31,793
781502,2449395,6,2011-01-31,793
781508,2449396,6,2011-01-31,793
781514,2449400,4,2011-01-31,793
781520,2449401,6,2011-01-31,793
781526,2449403,1,2011-01-31,793
781532,2449405,1,2011-01-31,793
781538,2449418,5,2011-01-31,793
781544,2449420,1,2011-01-31,793
781550,2449427,2,2011-01-31,793
781556,2449435,4,2011-01-31,793
781562,2449443,4,2011-01-31,793
781568,2449446,3,2011-01-31,793
781574,2449456,3,2011-01-31,793
781580,2449457,3,2011-01-31,793
781586,2449460,1,2011-01-31,793
781593,2449470,3,2011-01-31,793
781602,2449471,4,2011-01-31,793
781608,2449477,3,2011-01-31,793
781613,2449482,2,2011-01-31,793
781619,2449510,1,2011-01-31,793
781626,2449565,7,2011-01-31,793
781629,2449583,5,2011-01-31,793
781634,2449587,3,2011-01-31,793
781637,2449602,4,2011-01-31,793
781644,2449610,4,2011-01-31,793
781647,2449614,3,2011-01-31,793
781650,2449620,5,2011-01-31,793
781656,2449624,5,2011-01-31,794
781660,2449630,5,2011-01-31,793
781665,2449645,2,2011-01-31,793
781672,2449652,3,2011-01-31,793
781678,2449657,2,2011-01-31,793
781684,2449688,2,2011-01-31,793
781690,2449751,2,2011-01-31,793
781696,2449822,1,2011-01-31,793
781702,2449837,4,2011-01-31,793
781708,2449839,4,2011-01-31,793
781714,2449844,3,2011-01-31,793
781720,2449846,4,2011-01-31,793
781726,2449854,1,2011-01-31,793
781732,2449856,3,2011-01-31,793
781738,2449865,11,2011-01-31,795
781745,2449875,3,2011-01-31,793
781751,2449878,4,2011-01-31,793
781757,2449897,1,2011-01-31,793
781763,2449901,5,2011-01-31,793
781769,2449902,1,2011-01-31,793
781775,2449906,3,2011-01-31,793
781781,2449920,1,2011-01-31,793
781787,2449921,3,2011-01-31,793
781793,2449923,3,2011-01-31,793
781799,2449925,2,2011-01-31,793
781805,2449934,3,2011-01-31,793
781811,2449936,2,2011-01-31,793
781817,2449939,2,2011-01-31,793
781823,2449940,2,2011-01-31,793
781829,2449988,4,2011-01-31,793
781834,2450012,4,2011-01-31,793
781838,2450043,5,2011-01-31,793
781844,2450077,1,2011-01-31,793
781850,2450191,2,2011-01-31,793
781856,2450271,5,2011-01-31,793
781859,2450285,1,2011-01-31,793
781867,2450287,4,2011-01-31,796
781873,2450293,5,2011-01-31,793
781879,2450295,4,2011-01-31,793
781885,2450301,2,2011-01-31,793
781892,2450302,6,2011-01-31,793
781896,2450304,4,2011-01-31,793
781903,2450306,4,2011-01-31,793
781909,2450307,4,2011-01-31,793
781914,2450309,2,2011-01-31,793
781924,2450313,4,2011-01-31,793
781930,2450326,4,2011-01-31,793
781934,2450342,2,2011-01-31,793
781940,2450350,2,2011-01-31,793
